inv_name,def_date,def_time,pac,meta_upload_date
wr01,06.03.20,15:15:00,1663,20200306
wr01,06.03.20,15:20:00,1722,20200306
wr01,06.03.20,15:25:00,1978,20200306
wr01,06.03.20,15:30:00,2325,20200306
wr01,06.03.20,15:35:00,2600,20200306
wr01,06.03.20,15:40:00,2624,20200306
wr01,06.03.20,15:45:00,2257,20200306
wr01,06.03.20,15:50:00,1591,20200306
wr01,06.03.20,15:55:00,1400,20200306
wr01,06.03.20,16:00:00,1448,20200306
wr01,06.03.20,16:05:00,1273,20200306
wr01,06.03.20,16:10:00,1327,20200306
wr01,06.03.20,16:15:00,1421,20200306
wr01,06.03.20,16:20:00,1270,20200306
wr01,06.03.20,16:25:00,1426,20200306
wr01,06.03.20,16:30:00,1519,20200306
wr01,06.03.20,16:35:00,1288,20200306
wr01,06.03.20,16:40:00,1011,20200306
wr01,06.03.20,16:45:00,556,20200306
wr01,06.03.20,16:50:00,540,20200306
wr01,06.03.20,16:55:00,562,20200306
wr01,06.03.20,17:00:00,516,20200306
wr01,06.03.20,17:05:00,456,20200306
wr01,06.03.20,17:10:00,346,20200306
wr01,06.03.20,17:15:00,229,20200306
wr01,06.03.20,17:20:00,177,20200306
wr01,06.03.20,17:25:00,152,20200306
wr01,06.03.20,17:30:00,109,20200306
wr01,06.03.20,17:35:00,82,20200306
wr01,06.03.20,17:40:00,67,20200306
wr01,06.03.20,17:45:00,25,20200306
wr01,06.03.20,17:50:00,0,20200306
wr01,06.03.20,17:55:00,0,20200306
wr01,06.03.20,18:00:00,0,20200306
wr01,06.03.20,18:05:00,0,20200306
wr01,06.03.20,18:10:00,0,20200306
wr01,06.03.20,18:15:00,0,20200306
wr01,06.03.20,18:20:00,0,20200306
wr01,06.03.20,18:25:00,0,20200306
wr01,06.03.20,18:30:00,0,20200306
wr01,06.03.20,18:35:00,0,20200306
wr01,06.03.20,18:40:00,0,20200306
wr01,06.03.20,18:45:00,0,20200306
wr01,06.03.20,18:50:00,0,20200306
wr01,06.03.20,18:55:00,0,20200306
wr01,06.03.20,19:00:00,0,20200306
wr01,06.03.20,19:05:00,0,20200306
wr01,06.03.20,19:10:00,0,20200306
wr01,06.03.20,19:15:00,0,20200306
wr01,06.03.20,19:20:00,0,20200306
wr01,06.03.20,19:25:00,0,20200306
wr01,06.03.20,19:30:00,0,20200306
wr01,06.03.20,19:35:00,0,20200306
wr01,06.03.20,19:40:00,0,20200306
wr01,06.03.20,19:45:00,0,20200306
wr01,06.03.20,19:50:00,0,20200306
wr01,06.03.20,19:55:00,0,20200306
wr01,06.03.20,20:00:00,0,20200306
wr01,06.03.20,20:05:00,0,20200306
wr01,06.03.20,20:10:00,0,20200306
wr01,06.03.20,20:15:00,0,20200306
wr01,06.03.20,20:20:00,0,20200306
wr01,06.03.20,20:25:00,0,20200306
wr01,06.03.20,20:30:00,0,20200306
wr01,06.03.20,20:35:00,0,20200306
wr01,06.03.20,20:40:00,0,20200306
wr01,06.03.20,20:45:00,0,20200306
wr01,06.03.20,20:50:00,0,20200306
wr01,06.03.20,20:55:00,0,20200306
wr01,06.03.20,21:00:00,0,20200306
wr01,06.03.20,21:05:00,0,20200306
wr01,06.03.20,21:10:00,0,20200306
wr01,06.03.20,21:15:00,0,20200306
wr01,06.03.20,21:20:00,0,20200306
wr01,06.03.20,21:25:00,0,20200306
wr01,06.03.20,21:30:00,0,20200306
wr01,06.03.20,21:35:00,0,20200306
wr01,06.03.20,21:40:00,0,20200306
wr01,06.03.20,21:45:00,0,20200306
wr01,06.03.20,21:50:00,0,20200306
wr01,06.03.20,21:55:00,0,20200306
wr01,06.03.20,22:00:00,0,20200306
wr01,06.03.20,22:05:00,0,20200306
wr01,06.03.20,22:10:00,0,20200306
wr01,06.03.20,22:15:00,0,20200306
wr01,06.03.20,22:20:00,0,20200306
wr01,06.03.20,22:25:00,0,20200306
wr01,06.03.20,22:30:00,0,20200306
wr01,06.03.20,22:35:00,0,20200306
wr01,06.03.20,22:40:00,0,20200306
wr01,06.03.20,22:45:00,0,20200306
wr01,06.03.20,22:50:00,0,20200306
wr01,06.03.20,22:55:00,0,20200306
wr01,06.03.20,23:00:00,0,20200306
wr01,06.03.20,23:05:00,0,20200306
wr01,06.03.20,23:10:00,0,20200306
wr01,06.03.20,23:15:00,0,20200306
wr01,06.03.20,23:20:00,0,20200306
wr01,06.03.20,23:25:00,0,20200306
wr01,06.03.20,23:30:00,0,20200306
wr01,06.03.20,23:35:00,0,20200306
wr01,06.03.20,23:40:00,0,20200306
wr01,06.03.20,23:45:00,0,20200306
wr01,06.03.20,23:50:00,0,20200306
wr01,06.03.20,23:55:00,0,20200306
wr02,06.03.20,00:00:00,0,20200306
wr02,06.03.20,00:05:00,0,20200306
wr02,06.03.20,00:10:00,0,20200306
wr02,06.03.20,00:15:00,0,20200306
wr02,06.03.20,00:20:00,0,20200306
wr02,06.03.20,00:25:00,0,20200306
wr02,06.03.20,00:30:00,0,20200306
wr02,06.03.20,00:35:00,0,20200306
wr02,06.03.20,00:40:00,0,20200306
wr02,06.03.20,00:45:00,0,20200306
wr02,06.03.20,00:50:00,0,20200306
wr02,06.03.20,00:55:00,0,20200306
wr02,06.03.20,01:00:00,0,20200306
wr02,06.03.20,01:05:00,0,20200306
wr02,06.03.20,01:10:00,0,20200306
wr02,06.03.20,01:15:00,0,20200306
wr02,06.03.20,01:20:00,0,20200306
wr02,06.03.20,01:25:00,0,20200306
wr02,06.03.20,01:30:00,0,20200306
wr02,06.03.20,01:35:00,0,20200306
wr02,06.03.20,01:40:00,0,20200306
wr02,06.03.20,01:45:00,0,20200306
wr02,06.03.20,01:50:00,0,20200306
wr02,06.03.20,01:55:00,0,20200306
wr02,06.03.20,02:00:00,0,20200306
wr02,06.03.20,02:05:00,0,20200306
wr02,06.03.20,02:10:00,0,20200306
wr02,06.03.20,02:15:00,0,20200306
wr02,06.03.20,02:20:00,0,20200306
wr02,06.03.20,02:25:00,0,20200306
wr02,06.03.20,02:30:00,0,20200306
wr02,06.03.20,02:35:00,0,20200306
wr02,06.03.20,02:40:00,0,20200306
wr02,06.03.20,02:45:00,0,20200306
wr02,06.03.20,02:50:00,0,20200306
wr02,06.03.20,02:55:00,0,20200306
wr02,06.03.20,03:00:00,0,20200306
wr02,06.03.20,03:05:00,0,20200306
wr02,06.03.20,03:10:00,0,20200306
wr02,06.03.20,03:15:00,0,20200306
wr02,06.03.20,03:20:00,0,20200306
wr02,06.03.20,03:25:00,0,20200306
wr02,06.03.20,03:30:00,0,20200306
wr02,06.03.20,03:35:00,0,20200306
wr02,06.03.20,03:40:00,0,20200306
wr02,06.03.20,03:45:00,0,20200306
wr02,06.03.20,03:50:00,0,20200306
wr02,06.03.20,03:55:00,0,20200306
wr02,06.03.20,04:00:00,0,20200306
wr02,06.03.20,04:05:00,0,20200306
wr02,06.03.20,04:10:00,0,20200306
wr02,06.03.20,04:15:00,0,20200306
wr02,06.03.20,04:20:00,0,20200306
wr02,06.03.20,04:25:00,0,20200306
wr02,06.03.20,04:30:00,0,20200306
wr02,06.03.20,04:35:00,0,20200306
wr02,06.03.20,04:40:00,0,20200306
wr02,06.03.20,04:45:00,0,20200306
wr02,06.03.20,04:50:00,0,20200306
wr02,06.03.20,04:55:00,0,20200306
wr02,06.03.20,05:00:00,0,20200306
wr02,06.03.20,05:05:00,0,20200306
wr02,06.03.20,05:10:00,0,20200306
wr02,06.03.20,05:15:00,0,20200306
wr02,06.03.20,05:20:00,0,20200306
wr02,06.03.20,05:25:00,0,20200306
wr02,06.03.20,05:30:00,0,20200306
wr02,06.03.20,05:35:00,0,20200306
wr02,06.03.20,05:40:00,0,20200306
wr02,06.03.20,05:45:00,0,20200306
wr02,06.03.20,05:50:00,0,20200306
wr02,06.03.20,05:55:00,0,20200306
wr02,06.03.20,06:00:00,0,20200306
wr02,06.03.20,06:05:00,0,20200306
wr02,06.03.20,06:10:00,0,20200306
wr02,06.03.20,06:15:00,0,20200306
wr02,06.03.20,06:20:00,0,20200306
wr02,06.03.20,06:25:00,0,20200306
wr02,06.03.20,06:30:00,0,20200306
wr02,06.03.20,06:35:00,0,20200306
wr02,06.03.20,06:40:00,1,20200306
wr02,06.03.20,06:45:00,12,20200306
wr02,06.03.20,06:50:00,0,20200306
wr02,06.03.20,06:55:00,0,20200306
wr02,06.03.20,07:00:00,1,20200306
wr02,06.03.20,07:05:00,25,20200306
wr02,06.03.20,07:10:00,38,20200306
wr02,06.03.20,07:15:00,54,20200306
wr02,06.03.20,07:20:00,65,20200306
wr02,06.03.20,07:25:00,62,20200306
wr02,06.03.20,07:30:00,91,20200306
wr02,06.03.20,07:35:00,130,20200306
wr02,06.03.20,07:40:00,245,20200306
wr02,06.03.20,07:45:00,490,20200306
wr02,06.03.20,07:50:00,537,20200306
wr02,06.03.20,07:55:00,581,20200306
wr02,06.03.20,08:00:00,586,20200306
wr02,06.03.20,08:05:00,564,20200306
wr02,06.03.20,08:10:00,597,20200306
wr02,06.03.20,08:15:00,625,20200306
wr02,06.03.20,08:20:00,808,20200306
wr02,06.03.20,08:25:00,1015,20200306
wr02,06.03.20,08:30:00,1206,20200306
wr02,06.03.20,08:35:00,883,20200306
wr02,06.03.20,08:40:00,806,20200306
wr02,06.03.20,08:45:00,969,20200306
wr02,06.03.20,08:50:00,1073,20200306
wr02,06.03.20,08:55:00,1081,20200306
wr02,06.03.20,09:00:00,1069,20200306
wr02,06.03.20,09:05:00,832,20200306
wr02,06.03.20,09:10:00,724,20200306
wr02,06.03.20,09:15:00,1063,20200306
wr02,06.03.20,09:20:00,1087,20200306
wr02,06.03.20,09:25:00,1048,20200306
wr02,06.03.20,09:30:00,1244,20200306
wr02,06.03.20,09:35:00,1670,20200306
wr02,06.03.20,09:40:00,1909,20200306
wr02,06.03.20,09:45:00,1435,20200306
wr02,06.03.20,09:50:00,1223,20200306
wr02,06.03.20,09:55:00,1578,20200306
wr02,06.03.20,10:00:00,1410,20200306
wr02,06.03.20,10:05:00,1893,20200306
wr02,06.03.20,10:10:00,1995,20200306
wr02,06.03.20,10:15:00,2090,20200306
wr02,06.03.20,10:20:00,2436,20200306
wr02,06.03.20,10:25:00,2768,20200306
wr02,06.03.20,10:30:00,2839,20200306
wr02,06.03.20,10:35:00,2987,20200306
wr02,06.03.20,10:40:00,2682,20200306
wr02,06.03.20,10:45:00,2195,20200306
wr02,06.03.20,10:50:00,2205,20200306
wr02,06.03.20,10:55:00,2986,20200306
wr02,06.03.20,11:00:00,3664,20200306
wr02,06.03.20,11:05:00,4928,20200306
wr02,06.03.20,11:10:00,4451,20200306
wr02,06.03.20,11:15:00,4109,20200306
wr02,06.03.20,11:20:00,3320,20200306
wr02,06.03.20,11:25:00,3533,20200306
wr02,06.03.20,11:30:00,3944,20200306
wr02,06.03.20,11:35:00,3324,20200306
wr02,06.03.20,11:40:00,3646,20200306
wr02,06.03.20,11:45:00,3836,20200306
wr02,06.03.20,11:50:00,4135,20200306
wr02,06.03.20,11:55:00,4227,20200306
wr02,06.03.20,12:00:00,3703,20200306
wr02,06.03.20,12:05:00,4138,20200306
wr02,06.03.20,12:10:00,4260,20200306
wr02,06.03.20,12:15:00,4370,20200306
wr02,06.03.20,12:20:00,4074,20200306
wr02,06.03.20,12:25:00,3528,20200306
wr02,06.03.20,12:30:00,3600,20200306
wr02,06.03.20,12:35:00,4255,20200306
wr02,06.03.20,12:40:00,4615,20200306
wr02,06.03.20,12:45:00,4672,20200306
wr02,06.03.20,12:50:00,4405,20200306
wr02,06.03.20,12:55:00,4156,20200306
wr02,06.03.20,13:00:00,4228,20200306
wr02,06.03.20,13:05:00,4315,20200306
wr02,06.03.20,13:10:00,5785,20200306
wr02,06.03.20,13:15:00,7527,20200306
wr02,06.03.20,13:20:00,6603,20200306
wr02,06.03.20,13:25:00,6524,20200306
wr02,06.03.20,13:30:00,5876,20200306
wr02,06.03.20,13:35:00,5241,20200306
wr02,06.03.20,13:40:00,4421,20200306
wr02,06.03.20,13:45:00,4304,20200306
wr02,06.03.20,13:50:00,4922,20200306
wr02,06.03.20,13:55:00,4724,20200306
wr02,06.03.20,14:00:00,5045,20200306
wr02,06.03.20,14:05:00,6615,20200306
wr02,06.03.20,14:10:00,5242,20200306
wr02,06.03.20,14:15:00,3175,20200306
wr02,06.03.20,14:20:00,3118,20200306
wr02,06.03.20,14:25:00,3168,20200306
wr02,06.03.20,14:30:00,3488,20200306
wr02,06.03.20,14:35:00,3605,20200306
wr02,06.03.20,14:40:00,2952,20200306
wr02,06.03.20,14:45:00,2733,20200306
wr02,06.03.20,14:50:00,2329,20200306
wr02,06.03.20,14:55:00,2181,20200306
wr02,06.03.20,15:00:00,1930,20200306
wr02,06.03.20,15:05:00,1652,20200306
wr02,06.03.20,15:10:00,1628,20200306
wr02,06.03.20,15:15:00,1690,20200306
wr02,06.03.20,15:20:00,1760,20200306
wr02,06.03.20,15:25:00,2003,20200306
wr02,06.03.20,15:30:00,2363,20200306
wr02,06.03.20,15:35:00,2660,20200306
wr02,06.03.20,15:40:00,2656,20200306
wr02,06.03.20,15:45:00,2269,20200306
wr02,06.03.20,15:50:00,1608,20200306
wr02,06.03.20,15:55:00,1417,20200306
wr02,06.03.20,16:00:00,1464,20200306
wr02,06.03.20,16:05:00,1288,20200306
wr02,06.03.20,16:10:00,1348,20200306
wr02,06.03.20,16:15:00,1472,20200306
wr02,06.03.20,16:20:00,1315,20200306
wr02,06.03.20,16:25:00,1462,20200306
wr02,06.03.20,16:30:00,1551,20200306
wr02,06.03.20,16:35:00,1315,20200306
wr02,06.03.20,16:40:00,1024,20200306
wr02,06.03.20,16:45:00,563,20200306
wr02,06.03.20,16:50:00,553,20200306
wr02,06.03.20,16:55:00,567,20200306
wr02,06.03.20,17:00:00,523,20200306
wr02,06.03.20,17:05:00,463,20200306
wr02,06.03.20,17:10:00,350,20200306
wr02,06.03.20,17:15:00,238,20200306
wr02,06.03.20,17:20:00,180,20200306
wr02,06.03.20,17:25:00,157,20200306
wr02,06.03.20,17:30:00,111,20200306
wr02,06.03.20,17:35:00,78,20200306
wr02,06.03.20,17:40:00,70,20200306
wr02,06.03.20,17:45:00,28,20200306
wr02,06.03.20,17:50:00,0,20200306
wr02,06.03.20,17:55:00,0,20200306
wr02,06.03.20,18:00:00,0,20200306
wr02,06.03.20,18:05:00,0,20200306
wr02,06.03.20,18:10:00,0,20200306
wr02,06.03.20,18:15:00,0,20200306
wr02,06.03.20,18:20:00,0,20200306
wr02,06.03.20,18:25:00,0,20200306
wr02,06.03.20,18:30:00,0,20200306
wr02,06.03.20,18:35:00,0,20200306
wr02,06.03.20,18:40:00,0,20200306
wr02,06.03.20,18:45:00,0,20200306
wr02,06.03.20,18:50:00,0,20200306
wr02,06.03.20,18:55:00,0,20200306
wr02,06.03.20,19:00:00,0,20200306
wr02,06.03.20,19:05:00,0,20200306
wr02,06.03.20,19:10:00,0,20200306
wr02,06.03.20,19:15:00,0,20200306
wr02,06.03.20,19:20:00,0,20200306
wr02,06.03.20,19:25:00,0,20200306
wr02,06.03.20,19:30:00,0,20200306
wr02,06.03.20,19:35:00,0,20200306
wr02,06.03.20,19:40:00,0,20200306
wr02,06.03.20,19:45:00,0,20200306
wr02,06.03.20,19:50:00,0,20200306
wr02,06.03.20,19:55:00,0,20200306
wr02,06.03.20,20:00:00,0,20200306
wr02,06.03.20,20:05:00,0,20200306
wr02,06.03.20,20:10:00,0,20200306
wr02,06.03.20,20:15:00,0,20200306
wr02,06.03.20,20:20:00,0,20200306
wr02,06.03.20,20:25:00,0,20200306
wr02,06.03.20,20:30:00,0,20200306
wr02,06.03.20,20:35:00,0,20200306
wr02,06.03.20,20:40:00,0,20200306
wr02,06.03.20,20:45:00,0,20200306
wr02,06.03.20,20:50:00,0,20200306
wr02,06.03.20,20:55:00,0,20200306
wr02,06.03.20,21:00:00,0,20200306
wr02,06.03.20,21:05:00,0,20200306
wr02,06.03.20,21:10:00,0,20200306
wr02,06.03.20,21:15:00,0,20200306
wr02,06.03.20,21:20:00,0,20200306
wr02,06.03.20,21:25:00,0,20200306
wr02,06.03.20,21:30:00,0,20200306
wr02,06.03.20,21:35:00,0,20200306
wr02,06.03.20,21:40:00,0,20200306
wr02,06.03.20,21:45:00,0,20200306
wr02,06.03.20,21:50:00,0,20200306
wr02,06.03.20,21:55:00,0,20200306
wr02,06.03.20,22:00:00,0,20200306
wr02,06.03.20,22:05:00,0,20200306
wr02,06.03.20,22:10:00,0,20200306
wr02,06.03.20,22:15:00,0,20200306
wr02,06.03.20,22:20:00,0,20200306
wr02,06.03.20,22:25:00,0,20200306
wr02,06.03.20,22:30:00,0,20200306
wr02,06.03.20,22:35:00,0,20200306
wr02,06.03.20,22:40:00,0,20200306
wr02,06.03.20,22:45:00,0,20200306
wr02,06.03.20,22:50:00,0,20200306
wr02,06.03.20,22:55:00,0,20200306
wr02,06.03.20,23:00:00,0,20200306
wr02,06.03.20,23:05:00,0,20200306
wr02,06.03.20,23:10:00,0,20200306
wr02,06.03.20,23:15:00,0,20200306
wr02,06.03.20,23:20:00,0,20200306
wr02,06.03.20,23:25:00,0,20200306
wr02,06.03.20,23:30:00,0,20200306
wr02,06.03.20,23:35:00,0,20200306
wr02,06.03.20,23:40:00,0,20200306
wr02,06.03.20,23:45:00,0,20200306
wr02,06.03.20,23:50:00,0,20200306
wr02,06.03.20,23:55:00,0,20200306
wr03,06.03.20,00:00:00,0,20200306
wr03,06.03.20,00:05:00,0,20200306
wr03,06.03.20,00:10:00,0,20200306
wr03,06.03.20,00:15:00,0,20200306
wr03,06.03.20,00:20:00,0,20200306
wr03,06.03.20,00:25:00,0,20200306
wr03,06.03.20,00:30:00,0,20200306
wr03,06.03.20,00:35:00,0,20200306
wr03,06.03.20,00:40:00,0,20200306
wr03,06.03.20,00:45:00,0,20200306
wr03,06.03.20,00:50:00,0,20200306
wr03,06.03.20,00:55:00,0,20200306
wr03,06.03.20,01:00:00,0,20200306
wr03,06.03.20,01:05:00,0,20200306
wr03,06.03.20,01:10:00,0,20200306
wr03,06.03.20,01:15:00,0,20200306
wr03,06.03.20,01:20:00,0,20200306
wr03,06.03.20,01:25:00,0,20200306
wr03,06.03.20,01:30:00,0,20200306
wr03,06.03.20,01:35:00,0,20200306
wr03,06.03.20,01:40:00,0,20200306
wr03,06.03.20,01:45:00,0,20200306
wr03,06.03.20,01:50:00,0,20200306
wr03,06.03.20,01:55:00,0,20200306
wr03,06.03.20,02:00:00,0,20200306
wr03,06.03.20,02:05:00,0,20200306
wr03,06.03.20,02:10:00,0,20200306
wr03,06.03.20,02:15:00,0,20200306
wr03,06.03.20,02:20:00,0,20200306
wr03,06.03.20,02:25:00,0,20200306
wr03,06.03.20,02:30:00,0,20200306
wr03,06.03.20,02:35:00,0,20200306
wr03,06.03.20,02:40:00,0,20200306
wr03,06.03.20,02:45:00,0,20200306
wr03,06.03.20,02:50:00,0,20200306
wr03,06.03.20,02:55:00,0,20200306
wr03,06.03.20,03:00:00,0,20200306
wr03,06.03.20,03:05:00,0,20200306
wr03,06.03.20,03:10:00,0,20200306
wr03,06.03.20,03:15:00,0,20200306
wr03,06.03.20,03:20:00,0,20200306
wr03,06.03.20,03:25:00,0,20200306
wr03,06.03.20,03:30:00,0,20200306
wr03,06.03.20,03:35:00,0,20200306
wr03,06.03.20,03:40:00,0,20200306
wr03,06.03.20,03:45:00,0,20200306
wr03,06.03.20,03:50:00,0,20200306
wr03,06.03.20,03:55:00,0,20200306
wr03,06.03.20,04:00:00,0,20200306
