inv_name,def_date,def_time,pac,meta_upload_date,p_ges,p_gues
wr07,02.03.20,06:20:00,0,20200302,0.0,0.0
wr07,02.03.20,06:25:00,0,20200302,0.0,0.0
wr07,02.03.20,06:30:00,0,20200302,0.0,0.0
wr07,02.03.20,06:35:00,0,20200302,0.0,0.0
wr07,02.03.20,06:40:00,0,20200302,0.0,0.0
wr07,02.03.20,06:45:00,0,20200302,0.0,0.0
wr07,02.03.20,06:50:00,0,20200302,13.255666666666666,13.255666666666666
wr07,02.03.20,06:55:00,0,20200302,26.511333333333333,26.511333333333333
wr07,02.03.20,07:00:00,16,20200302,53.022666666666666,53.022666666666666
wr07,02.03.20,07:05:00,65,20200302,99.4175,99.4175
wr07,02.03.20,07:10:00,142,20200302,178.9515,178.9515
wr07,02.03.20,07:15:00,205,20200302,238.60200000000003,238.60200000000003
wr07,02.03.20,07:20:00,183,20200302,212.09066666666666,212.09066666666666
wr07,02.03.20,07:25:00,191,20200302,218.7185,218.7185
wr07,02.03.20,07:30:00,297,20200302,331.39166666666665,331.39166666666665
wr07,02.03.20,07:35:00,471,20200302,491.52588333333335,491.52588333333335
wr07,02.03.20,07:40:00,505,20200302,512.56205,512.56205
wr07,02.03.20,07:45:00,423,20200302,426.0256,426.0256
wr07,02.03.20,07:50:00,428,20200302,439.3389,439.3389
wr07,02.03.20,07:55:00,550,20200302,565.81525,565.81525
wr07,02.03.20,08:00:00,811,20200302,812.1113,812.1113
wr07,02.03.20,08:05:00,1017,20200302,980.6455750000001,980.6455750000001
wr07,02.03.20,08:10:00,1031,20200302,969.3926666666666,969.3926666666666
wr07,02.03.20,08:15:00,983,20200302,922.5944,922.5944
wr07,02.03.20,08:20:00,981,20200302,929.2798666666665,929.2798666666665
wr07,02.03.20,08:25:00,1104,20200302,1042.9327999999998,1042.9327999999998
wr07,02.03.20,08:30:00,1285,20200302,1216.7549333333332,1216.7549333333332
wr07,02.03.20,08:35:00,1546,20200302,1457.431733333333,1457.431733333333
wr07,02.03.20,08:40:00,2571,20200302,2383.570583333333,2383.570583333333
wr07,02.03.20,08:45:00,2208,20200302,2047.5250250000001,2047.5250250000001
wr07,02.03.20,08:50:00,3051,20200302,2743.548383333333,2743.548383333333
wr07,02.03.20,08:55:00,2568,20200302,2382.000075,2382.000075
wr07,02.03.20,09:00:00,2158,20200302,2051.89075,2051.89075
wr07,02.03.20,09:05:00,2370,20200302,2290.795325,2290.795325
wr07,02.03.20,09:10:00,4395,20200302,4204.942408333332,4204.942408333332
wr07,02.03.20,09:15:00,3629,20200302,3436.0416999999998,3436.0416999999998
wr07,02.03.20,09:20:00,2084,20200302,1945.009733333333,1945.009733333333
